"Config","Group","Name","Tags","Stars","Stackable","Description","Autospawn Type","Sprite Food Role","Icon","Notes"
"Upgrade/Prize Box/Elite Trinket Box","Usable","Elite Trinket Box","",-1,false,"Contains various elite, five-star trinkets and a Trinket Slot Upgrade. Items are randomly chosen. No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Emerald Prize Box","Usable","Emerald Prize Box","",-1,false,"f.prize_box|p.emerald","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Equinox Prize Box","Usable","Spring Equinox Prize Box 2014","",-1,false,"Contains various unique costumes and accessories celebrating Cradle's equinox!  Items are randomly chosen.  No key required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Equinox Prize Box, Complete","Usable","Equinox Prize Box","",-1,false,"Contains various unique costumes and accessories celebrating Cradle's equinox!  Items are randomly chosen.  No key required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Extraordinary Prize Box","Usable","Extraordinary Prize Box","",-1,false,"Contains various unique costumes and items sure to revitalize your vigor and bring the pep back into your stride!  Items are randomly chosen.  No key required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Fall Equinox Prize Box 2014","Usable","Fall Equinox Prize Box 2014","",-1,false,"Contains various unique costumes and accessories celebrating Cradle's equinox!  Items are randomly chosen.  No key required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Fall Equinox Prize Box 2015","Usable","Fall Equinox Prize Box 2015","",-1,false,"Contains various unique costumes and accessories celebrating Cradle's equinox!  Items are randomly chosen.  No key required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Fall Equinox Prize Box 2016","Usable","Fall Equinox Prize Box 2016","",-1,false,"Contains various unique costumes and accessories celebrating Cradle's equinox!  Items are randomly chosen.  No key required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Fall Equinox Prize Box 2017","Usable","Fall Equinox Prize Box 2017","",-1,false,"Contains various unique costumes and accessories celebrating Cradle's equinox!  Items are randomly chosen.  No key required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Fall Equinox Prize Box 2018","Usable","Fall Equinox Prize Box 2018","",-1,false,"Contains various unique costumes and accessories celebrating Cradle's equinox!  Items are randomly chosen.  No key required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/FlowerTech Prize Box","Usable","FlowerTech Prize Box","",-1,false,"f.prize_box|p.flowertech","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Frenzy Prize Box","Usable","Frenzy Prize Box","",-1,false,"Contains various unique costumes and accessories crafted from thunder and lightning. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Frosty Present","Usable","Frosty Present","",-1,false,"Contains various unique costumes and accessories in a Frosty style. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Frosty Prize Box","Usable","Frosty Prize Box","",-1,false,"Contains various unique costumes and accessories in a Frosty style. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Furniture Prize Box","Usable","Furniture Prize Box","",-1,false,"Contains random furnishings.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Garnet Prize Box","Usable","Garnet Prize Box","",-1,false,"f.prize_box|p.garnet","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Glacial Prize Box","Usable","Glacial Prize Box 2015","",-1,false,"f.prize_box|p.glacial","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Glacial Prize Box 2016","Usable","Glacial Prize Box 2016","",-1,false,"f.prize_box|p.glacial","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Glacial Prize Box, Complete","Usable","Glacial Prize Box","",-1,false,"f.prize_box_c|p.glacial","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Glowing Forge Prize Box","Usable","Glowing Forge Prize Box","",-1,false,"Contains valuable rarities and other assorted items. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Gobble Prize Box","Usable","Gobble Snipe Box","",-1,false,"Contains various festive Gobble Snipes for your Guild Hall including the very large 'Plump Gobble Snipes.' Items are randomly chosen. No key required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Gourmet Prize Box","Usable","Gourmet Prize Box","",-1,false,"Contains various unique costumes and weapons used by battle chefs. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-cake.png",""
"Upgrade/Prize Box/Gremlin Prize Box","Usable","Gremlin Prize Box","",-1,false,"Contains various unique costumes and items crafted by Gremlins. Items are randomly chosen.  No key required to open.","--","--","ui/icon/inventory/icon_lockbox_gremlin.png",""
"Upgrade/Prize Box/Grey Prize Box","Usable","Grey Prize Box","",-1,false,"Contains various unique costumes and accessories in a Grey style. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Guild Hall Prize Box","Usable","Guild Hall Prize Box","",-1,false,"Contains random furnishings.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Hazardous Prize Box","Usable","Hazardous Prize Box 2013","",-1,false,"Contains various unique items used by Rhendon's elite Scarlet Scouts. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Hazardous Prize Box 2017","Usable","Hazardous Prize Box 2017","",-1,false,"Contains various unique items used by Rhendon's elite Scarlet Scouts. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Hive Prize Box","Usable","Hive Prize Box","",-1,false,"Contains one unique hive-themed item. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox_bee.png",""
"Upgrade/Prize Box/Hunter Prize Box","Usable","Hunter Prize Box 2012","",-1,false,"Contains various unique costumes and accessories in a Hunter style. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Hunter Prize Box 2016","Usable","Hunter Prize Box 2016","",-1,false,"Contains various unique costumes and accessories in a Hunter style. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Katastrophe Prize Box","Usable","Katastrophe Prize Box (Original)","",-1,false,"f.prize_box|p.kat","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Katastrophe Prize Box, Complete","Usable","Katastrophe Prize Box","",-1,false,"f.prize_box_c|p.kat","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Katastrophe Returns Prize Box","Usable","Katastrophe Returns Prize Box","",-1,false,"f.prize_box|p.kat","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Late Harvest Prize Box","Usable","Late Harvest Prize Box","",-1,false,"f.prize_box|p.lateharvest","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Lucky Prize Box","Usable","Lucky Prize Box","",-1,false,"Contains various lucky and rare items. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Moorcroft Prize Box","Usable","Moorcroft Prize Box","",-1,false,"Contains various unique Moorcroft Manor-themed furnishings. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Nemesis Prize Box","Usable","Nemesis Prize Box","",-1,false,"Contains various unique items representing good and evil. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Obsidian Prize Box","Usable","Obsidian Prize Box","",-1,false,"Contains various unique and terrifying items found within the realm of the Apocrea. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Opal Prize Box","Usable","Opal Prize Box","",-1,false,"f.prize_box|p.opal","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Owlite Archaeology Box","Usable","Owlite Archaeology Box","",-1,false,"Contains unique Owlite costumes and accessories, recreated from the latest archaeological evidence. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox_owlite.png",""
"Upgrade/Prize Box/Pearl Prize Box","Usable","Pearl Prize Box","",-1,false,"f.prize_box|p.pearl","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Peridot Prize Box","Usable","Peridot Prize Box","",-1,false,"f.prize_box|p.peridot","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Plunge Prize Box","Usable","Plunge Prize Box","",-1,false,"Contains various unique costumes and items to celebrate the warm days of summer.  Items are randomly chosen.  No key required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Polar Prize Box","Usable","Polar Prize Box","",-1,false,"Contains various unique costumes and accessories popular in the polar regions. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Polar Prize Box, 2014","Usable","Polar Prize Box 2014","",-1,false,"Contains various unique costumes and accessories popular in the polar regions. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Polar Prize Box, 2016","Usable","Polar Prize Box 2016","",-1,false,"Contains various unique costumes and accessories popular in the polar regions. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Radiant Forge Prize Box","Usable","Radiant Forge Prize Box","",-1,false,"Contains valuable rarities and other assorted items. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Rage Prize Box","Usable","Rage Prize Box","",-1,false,"Contains various unique costumes and accessories crafted from thunder and lightning. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Raiders Prize Box","Usable","Raiders Prize Box","",-1,false,"Contains one of various unique items and accessories for raiders. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox_raider.png",""
"Upgrade/Prize Box/Rooster Prize Box","Usable","Rooster Prize Box","",-1,false,"Contains various unique items to celebrate the year of the Rooster! Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Rose Regalia Prize Box","Usable","Rose Regalia Prize Box","",-1,false,"Contains various unique Rose Regalia costumes and accessories. Items are randomly chosen.  No key required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Rose Regalia Prize Box, Complete","Usable","Rose Regalia Regeneration Prize Box","",-1,false,"Contains various unique Rose Regalia costumes and accessories. Items are randomly chosen.  No key required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Rose Regalia Returns Again Prize Box","Usable","Rose Regalia Returns Again Prize Box","",-1,false,"Contains various unique Rose Regalia costumes and accessories. Items are randomly chosen.  No key required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Rose Regalia Returns Prize Box","Usable","Rose Regalia Returns Prize Box","",-1,false,"Contains various unique Rose Regalia costumes and accessories. Items are randomly chosen.  No key required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Rose Regalia Reunion Prize Box","Usable","Rose Regalia Reunion Prize Box","",-1,false,"Contains various unique Rose Regalia costumes and accessories. Items are randomly chosen.  No key required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Ruby Prize Box","Usable","Ruby Prize Box","",-1,false,"f.prize_box|p.ruby","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Running Wild Box","Usable","Running Wild Box","",-1,false,"Contains various unique costumes and accessories in a canine style. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Sapphire Prize Box","Usable","Sapphire Prize Box","",-1,false,"f.prize_box|p.sapphire","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/ShadowTech Prize Box","Usable","ShadowTech Prize Box","",-1,false,"f.prize_box|p.shadowtech","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Shining Forge Prize Box","Usable","Shining Forge Prize Box","",-1,false,"Contains valuable rarities and other assorted items. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Slime Prize Box","Usable","Slime Prize Box","",-1,false,"Contains various unique costumes and items that augment the Jelly series of gear. Items are randomly chosen.  No key required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Slumber Prize Box","Usable","Slumber Prize Box","",-1,false,"Contains various unique costumes and accessories in a Slumber style. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Solstice Prize Box","Usable","Solstice Prize Box Summer 2012","",-1,false,"Contains various unique items that celebrate the Solstice! Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Solstice Prize Box, 2013","Usable","Solstice Prize Box Summer 2013","",-1,false,"Contains various unique items that celebrate the Solstice! Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Solstice Prize Box, 2014","Usable","Solstice Prize Box Summer 2014","",-1,false,"Contains various unique items that celebrate the Solstice! Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Solstice Prize Box, 2015","Usable","Solstice Prize Box Summer 2015","",-1,false,"Contains various unique items that celebrate the Solstice! Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Solstice Prize Box, Complete","Usable","Solstice Prize Box","",-1,false,"Contains various unique items that celebrate the Solstice! Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Solstice Prize Box, Summer 2016","Usable","Solstice Prize Box Summer 2016","",-1,false,"Contains various unique items that celebrate the Solstice! Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Solstice Prize Box, Summer 2017","Usable","Solstice Prize Box Summer 2017","",-1,false,"Contains various unique items that celebrate the Solstice! Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Solstice Prize Box, Summer 2018","Usable","Solstice Prize Box Summer 2018","",-1,false,"Contains various unique items that celebrate the Solstice! Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Solstice Prize Box, Winter 2014","Usable","Solstice Prize Box Winter 2014","",-1,false,"Contains various unique items that celebrate the Solstice! Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Solstice Prize Box, Winter 2015","Usable","Solstice Prize Box Winter 2015","",-1,false,"Contains various unique items that celebrate the Solstice! Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Solstice Prize Box, Winter 2016","Usable","Solstice Prize Box Winter 2016","",-1,false,"Contains various unique items that celebrate the Solstice! Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Solstice Prize Box, Winter 2017","Usable","Solstice Prize Box Winter 2017","",-1,false,"Contains various unique items that celebrate the Solstice! Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Solstice Prize Box, Winter 2018","Usable","Solstice Prize Box Winter 2018","",-1,false,"Contains various unique items that celebrate the Solstice! Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Spiralhorn Prize Box","Usable","Spiralhorn Prize Box","",-1,false,"Contains various unique accessories and items to celebrate the Year of the Ram!  Items are randomly chosen.  No key required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Spiraltail Prize Box","Usable","Spiraltail Prize Box","",-1,false,"Contains various unique accessories and items to celebrate the Year of the Monkey!  Items are randomly chosen.  No key required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Splash Prize Box","Usable","Splash Prize Box","",-1,false,"Contains various unique costumes and items to celebrate the warm days of summer.  Items are randomly chosen.  No key required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Spring Equinox Prize Box 2015","Usable","Spring Equinox Prize Box 2015","",-1,false,"Contains various unique costumes and accessories celebrating Cradle's equinox!  Items are randomly chosen.  No key required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Spring Equinox Prize Box 2016","Usable","Spring Equinox Prize Box 2016","",-1,false,"Contains various unique costumes and accessories celebrating Cradle's equinox!  Items are randomly chosen.  No key required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Spring Equinox Prize Box 2017","Usable","Spring Equinox Prize Box 2017","",-1,false,"Contains various unique costumes and accessories celebrating Cradle's equinox!  Items are randomly chosen.  No key required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Spring Equinox Prize Box 2018","Usable","Spring Equinox Prize Box 2018","",-1,false,"Contains various unique costumes and accessories celebrating Cradle's equinox!  Items are randomly chosen.  No key required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Spring Equinox Prize Box 2019","Usable","Spring Equinox Prize Box 2019","",-1,false,"Contains various unique costumes and accessories celebrating Cradle's equinox!  Items are randomly chosen.  No key required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Spritely Prize Box","Usable","Spritely Prize Box","",-1,false,"Contains various unique accessories and new Sprite colors to celebrate Battle Sprites. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_sprite_recolor_box.png",""
"Upgrade/Prize Box/Stormy Prize Box","Usable","Stormy Prize Box","",-1,false,"Contains various unique costumes and accessories crafted from thunder and lightning. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Stranger Prize Box","Usable","Stranger Prize Box","",-1,false,"Contains various unique costumes and accessories in a Stranger style. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox_stranger.png",""
"Upgrade/Prize Box/SummerTech Mk II Prize Box","Usable","SummerTech Mk II Prize Box","",-1,false,"f.prize_box|p.summertech","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/SummerTech Prize Box","Usable","SummerTech Prize Box","",-1,false,"f.prize_box|p.summertech","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Surge Prize Box","Usable","Surge Prize Box","",-1,false,"Contains various unique costumes and accessories in a Surge style. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Toyland Prize Box","Usable","Toyland Prize Box","",-1,false,"Contains one unique toyland costume or accessory. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox_toy.png",""
"Upgrade/Prize Box/Turquoise Prize Box","Usable","Turquoise Prize Box","",-1,false,"f.prize_box|p.turquoise","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Vile Prize Box","Usable","Vile Prize Box","",-1,false,"Contains various unique costumes and accessories in a Vile style. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Volcanic Prize Box","Usable","Volcanic Prize Box","",-1,false,"Contains various unique costumes and accessories in a Volcanic style. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Wicked Prize Box","Usable","Wicked Prize Box 2015","",-1,false,"f.prize_box|p.wicked","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Wicked Prize Box 2016","Usable","Wicked Prize Box 2016","",-1,false,"f.prize_box|p.wicked","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Wicked Prize Box, Complete","Usable","Wicked Prize Box","",-1,false,"f.prize_box_c|p.wicked","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/WinterTech Prize Box","Usable","WinterTech Prize Box","",-1,false,"f.prize_box|p.wintertech","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Winterfest Present","Usable","Winterfest Present","",-1,false,"Contains various unique Winterfest prizes. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Winterfest Prize Box","Usable","Winterfest Prize Box","",-1,false,"Contains various unique Winterfest prizes. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox-recolor.png",""
"Upgrade/Prize Box/Wizard Prize Box","Usable","Wizard Prize Box","",-1,false,"Contains one of various unique weird and wonderful wizardly items. Items are randomly chosen.  No key is required to open.","--","--","ui/icon/inventory/icon_lockbox_wizard.png",""
"Upgrade/Rename Guild","Usable","Guild Name Change Pass","",-1,false,"Allows you to choose a new name for your guild. This item can only be used by a Guildmaster and is destroyed once used.","--","--","ui/icon/inventory/icon_ticket.png",""
"Upgrade/Rename Knight","Usable","Knight Name Change Pass","",-1,false,"Allows you to choose a new name for your knight. This item is destroyed once used.","--","--","ui/icon/inventory/icon_ticket.png",""
"Upgrade/Trinket Slot","Usable","Trinket Slot Upgrade (30 days)","",-1,false,"f.trinket_slot_upgrade|~30","--","--","ui/icon/inventory/icon_core.png",""
"Upgrade/Trinket Slot (2 days)","Usable","Trinket Slot Upgrade (2 days)","",-1,false,"f.trinket_slot_upgrade|~2","--","--","ui/icon/inventory/icon_core.png",""
"Upgrade/Weapon Slot","Usable","Weapon Slot Upgrade (30 days)","",-1,false,"Once used, this upgrade opens an additional weapon slot for 30 days.","--","--","ui/icon/inventory/icon_core.png",""
"Upgrade/Wrapping Paper/Checker Wrapping (Blue)","Usable","Blue Checkered Gift Box (Empty)","",-1,true,"Wrap an item in this decorative gift box and add a personalized message.","--","--","ui/icon/inventory/usable/checker_open.png",""
"Upgrade/Wrapping Paper/Checker Wrapping (Red)","Usable","Red Checkered Gift Box (Empty)","",-1,true,"Wrap an item in this decorative gift box and add a personalized message.","--","--","ui/icon/inventory/usable/checker_open.png",""
"Upgrade/Wrapping Paper/Checker Wrapping (Yellow)","Usable","Yellow Checkered Gift Box (Empty)","",-1,true,"Wrap an item in this decorative gift box and add a personalized message.","--","--","ui/icon/inventory/usable/checker_open.png",""
"Upgrade/Wrapping Paper/Heart Wrapping (Lovely)","Usable","Lovely Heart Gift Box (Empty)","",-1,true,"Wrap an item in this decorative gift box and add a personalized message.","--","--","ui/icon/inventory/usable/wrapper.png",""
"Upgrade/Wrapping Paper/Heart Wrapping (Pure)","Usable","Pure Heart Gift Box (Empty)","",-1,true,"Wrap an item in this decorative gift box and add a personalized message.","--","--","ui/icon/inventory/usable/wrapper.png",""
"Upgrade/Wrapping Paper/Heart Wrapping (Sweet)","Usable","Sweet Heart Gift Box (Empty)","",-1,true,"Wrap an item in this decorative gift box and add a personalized message.","--","--","ui/icon/inventory/usable/wrapper.png",""
"Upgrade/Wrapping Paper/Slime Wrapping (Pink)","Usable","Golden Slime Commemorative Gift Box (Empty)","",-1,true,"Wrap an item in this decorative gift box and add a personalized message.","--","--","ui/icon/inventory/usable/wrapper.png",""
"Upgrade/Wrapping Paper/Winter Wrapping (Green)","Usable","Green Winterfest Gift Box (Empty)","",-1,true,"Wrap an item in this decorative gift box and add a personalized message.","--","--","ui/icon/inventory/usable/wrapper_grnfoil.png",""
"Upgrade/Wrapping Paper/Winter Wrapping (Red)","Usable","Red Winterfest Gift Box (Empty)","",-1,true,"Wrap an item in this decorative gift box and add a personalized message.","--","--","ui/icon/inventory/usable/wrapper_redfoil.png",""
"Upgrade/Wrapping Paper/Winter Wrapping (White)","Usable","White Winterfest Gift Box (Empty)","",-1,true,"Wrap an item in this decorative gift box and add a personalized message.","--","--","ui/icon/inventory/usable/wrapper_whtfoil.png",""
"Usable/Bloon Bucket","Usable","Bucket of Bloons","",-1,true,"This bucket seems to have an endless supply of water bloons. They look ready to pop so throw them at your friends!","--","--","ui/icon/inventory/usable/bucket_of_waterballoons.png",""
"Usable/Confetti","Usable","Confetti","",-1,true,"Use this item to throw it into the air and celebrate good times. Come on!","--","--","ui/icon/inventory/icon_capsule-ultra.png",""
"Usable/Confetti, Bubbles","Usable","Bubbles","",-1,true,"Use this item to blow a cloud of bubbles into the air. See how long they last before they pop!","--","--","ui/icon/inventory/icon_capsule-ultra.png",""
"Usable/Confetti, Dark Harvest","Usable","Trick or Treat Confetti","",-1,true,"Celebrate the Dark Harvest Festival by launching a sizeable gourd into the air. What comes next is up to the Punkin King...","--","--","ui/icon/inventory/icon_capsule-ultra.png",""
"Usable/Confetti, Equinox","Usable","Spring Confetti","",-1,true,"When thrown, this spring confetti bursts with freshly sprouted grass and fragrant flowers. No rain required!","--","--","ui/icon/inventory/icon_capsule-ultra.png",""
"Usable/Confetti, Fall Equinox","Usable","Fall Confetti","",-1,true,"When thrown, this fall confetti bursts with autumn embers.","--","--","ui/icon/inventory/icon_capsule-ultra.png",""
"Usable/Confetti, Flare Popper","Usable","Party Flare","",-1,true,"While never intended to be used in a party, Recon Rangers like to shoot signal flares into the air to celebrate missions where everyone comes back alive. Sadly, any Ranger will tell you that far too few of them are ever sent burning into the sky.","--","--","ui/icon/inventory/icon_capsule-ultra.png",""
"Usable/Confetti, Frenzy","Usable","Frenzy Caller","",-1,true,"A party favor of the gods, used to summon a flash of frenzy from the heavens.","--","--","ui/icon/inventory/icon_capsule-ultra.png",""
"Usable/Confetti, Leaf","Usable","Leaf Confetti","",-1,true,"A fantastic party favor used in forest festivities.","--","--","ui/icon/inventory/icon_capsule-ultra.png",""
"Usable/Confetti, Rage","Usable","Rage Caller","",-1,true,"A party favor of the gods, used to summon a shaft of rage from the heavens.","--","--","ui/icon/inventory/icon_capsule-ultra.png",""
"Usable/Confetti, Silver","Usable","Silver Confetti","",-1,true,"Use this item to throw it into the air and celebrate good times. Come on!","--","--","ui/icon/inventory/icon_capsule-ultra.png",""
